movie_title,release_date,genre,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore
Bottom of the 9th,19-Jul-19,Drama,1,2,4,58,0,1,1,tbd
The House of Tomorrow,27-Apr-18,"Drama,Comedy",5,0,8,58,0,0,2,tbd
Go Further,8-Oct-04,Documentary,6,0,10,58,0,0,2,tbd
Free Radicals,23-Jul-04,"Drama,Romance",3,1,5,58,0,0,2,tbd
Somebody Up There Likes Me,8-Mar-13,Comedy,3,2,7,58,0,1,1,tbd
The Notebook,29-Aug-14,"Drama,War",8,1,12,57,1,0,1,tbd
The Laundromat,27-Sep-19,Drama,12,5,13,57,1,1,0,tbd
Cet amour-là,2-Apr-03,Drama,9,0,8,57,0,0,2,tbd
Three Peaks,28-Jun-19,Drama,3,1,7,57,0,0,2,tbd
Backstage,22-Nov-06,"Drama,Music",7,0,4,57,0,0,2,tbd
Saudate for the Future,20-Jun-01,"Music,Documentary",2,1,4,57,0,1,1,tbd
How to Live Forever,13-May-11,Documentary,4,1,8,57,0,0,2,tbd
Collaborator,6-Jul-12,"Drama,Comedy",3,1,5,56,1,0,1,tbd
The Misandrists,25-May-18,"Drama,Comedy",3,3,5,56,0,1,1,tbd
Rollerball,25-Jun-75,"Action,Sci-Fi,Sport",4,1,6,56,0,0,2,tbd
Claire Dolan,25-Feb-00,Drama,3,1,5,56,0,0,2,tbd
Tiger Eyes,7-Jun-13,Drama,5,1,6,56,0,1,1,tbd
Breaking Upwards,2-Apr-10,Romance,8,1,5,56,0,1,1,tbd
Diary of a Chambermaid,10-Jun-16,Drama,12,0,4,56,2,0,0,tbd
Detour,29-Mar-13,Thriller,4,1,4,55,0,0,2,tbd
Loro,20-Sep-19,"Biography,Drama",7,2,5,55,1,0,1,tbd
Breakin' 2: Electric Boogaloo,21-Dec-84,"Drama,Comedy,Musical",5,0,2,55,1,0,1,tbd
Little Pink House,20-Apr-18,Drama,6,0,7,55,0,0,2,tbd
The Girl Is in Trouble,3-Apr-15,"Thriller,Crime",5,0,4,55,2,0,0,tbd
Marie's Story,1-May-15,Biography,4,1,4,54,0,0,2,tbd
Explicit Ills,6-Mar-09,Drama,5,0,3,54,2,0,0,tbd
Honour,11-Jul-14,Thriller,6,1,4,53,2,0,0,tbd
The Heart of Me,13-Jun-03,"Drama,Romance",11,2,11,53,0,1,1,tbd
Putin's Kiss,17-Feb-12,"Drama,Documentary",6,0,3,52,1,1,0,tbd
Citizen Koch,6-Jun-14,"Drama,Documentary",10,1,5,52,0,1,1,tbd
In the Name Of,30-Oct-13,"Drama,Thriller",5,1,2,52,0,1,1,tbd
Heavy Metal,7-Aug-81,"Adventure,Sci-Fi,Fantasy,Animation",3,5,5,51,1,0,1,tbd
11 Minutes,8-Apr-16,"Drama,Thriller",6,2,4,51,1,0,1,tbd
First Descent,2-Dec-05,"Sport,Documentary",7,5,10,51,0,0,2,tbd
Moscow Never Sleeps,9-Jun-17,Drama,6,0,1,51,0,0,2,tbd
You're Killing Me Susana,17-Feb-17,"Drama,Comedy,Romance",4,1,2,50,0,0,2,tbd
Beauty Remains,19-Sep-07,Drama,3,2,2,49,0,1,1,tbd
Body,11-Dec-15,"Drama,Thriller",3,2,3,49,1,1,0,tbd
Half Magic,23-Feb-18,"Comedy,Romance",6,1,2,49,1,1,0,tbd
Stagedoor,24-May-06,Documentary,5,1,2,49,1,0,1,tbd
Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,25-Nov-11,Documentary,5,1,1,48,0,2,0,tbd
My Amityville Horror,15-Mar-13,Documentary,4,1,3,48,1,1,0,tbd
The World Made Straight,9-Jan-15,Drama,8,1,4,48,2,0,0,tbd
Condo Painting,10-Mar-00,Documentary,4,3,4,48,0,0,2,tbd
Coffee Date,10-Nov-06,Comedy,4,1,3,47,0,1,1,tbd
Who Killed Bambi?,12-Nov-04,"Drama,Thriller",5,1,2,47,0,0,2,tbd
Perfect,7-Jun-85,"Drama,Romance",6,3,4,46,1,0,1,tbd
Digging Up the Marrow,20-Feb-15,"Biography,Drama,Mystery,Thriller,Fantasy,Horror",6,1,1,45,2,0,0,tbd
Fire and Ice,26-Aug-83,"Adventure,Fantasy,Animation",3,2,3,45,1,1,0,tbd
Foul Play,14-Jul-78,"Mystery,Thriller,Comedy",1,2,4,45,2,0,0,tbd
Swimming with Men,7-Dec-18,"Drama,Sport,Comedy,Romance",8,2,1,44,1,0,1,tbd
Angels in the Outfield,15-Jul-94,"Sport,Fantasy,Comedy,Family",11,7,5,44,0,0,2,tbd
Carbon Nation,11-Feb-11,"Family,Documentary",5,1,1,44,0,0,2,tbd
Steve + Sky,8-Jul-05,"Drama,Comedy,Romance",5,1,1,44,1,0,1,tbd
The Great Role,6-May-05,"Drama,Comedy,Romance",3,4,3,43,0,0,2,tbd
Crooked Arrows,1-Jun-12,"Drama,Sport",10,2,1,42,2,0,0,tbd
Mighty Fine,25-May-12,"Drama,Comedy",8,1,1,42,0,1,1,tbd
Pizza,20-Jan-06,Comedy,6,1,2,42,0,0,2,tbd
U Want Me 2 Kill Him?,14-Mar-14,"Drama,Thriller",5,2,1,42,0,1,1,tbd
The Intended,25-Jun-04,Drama,8,1,1,42,0,0,2,tbd
The Loss of Sexual Innocence,28-May-99,Drama,8,9,10,42,1,0,1,tbd
"Milwaukee, Minnesota",3-Jun-05,Drama,9,2,2,41,0,1,1,tbd
Nowhere Man,11-Mar-05,"Action,Drama,Horror,Comedy,Crime",2,4,4,41,1,1,0,tbd
An Acceptable Loss,18-Jan-19,"Drama,Thriller",4,5,2,40,0,1,1,tbd
Rodin,1-Jun-18,"Biography,Drama,Romance",8,4,2,39,0,0,2,tbd
Till Human Voices Wake Us,21-Feb-03,Drama,16,6,2,39,1,1,0,tbd
Vincent Wants to Sea,24-Jun-11,Drama,4,2,2,39,1,0,1,tbd
Confessions of a Burning Man,27-Feb-04,Documentary,5,3,0,37,0,2,0,tbd
Aardvark,13-Apr-18,Drama,9,4,1,37,1,0,1,tbd
Can't Buy Me Love,14-Aug-87,"Drama,Comedy,Romance",9,2,0,36,0,0,2,tbd
Stateside,21-May-04,"Drama,Romance",10,8,1,35,0,0,2,tbd
Isn't She Great,28-Jan-00,"Biography,Comedy,Romance",9,16,9,34,1,1,0,tbd
Losing Control,23-Mar-12,Comedy,5,2,0,33,0,0,2,tbd
My Favorite Martian,12-Feb-99,"Sci-Fi,Comedy,Family",9,10,2,33,0,1,1,tbd
The Perfect Holiday,12-Dec-07,"Comedy,Romance,Family",6,13,3,32,0,1,1,tbd
Beyond Honor,17-Mar-06,Drama,1,5,2,32,0,0,2,tbd
Least Among Saints,12-Oct-12,Drama,5,2,0,32,0,0,2,tbd
The Curse of Downers Grove,21-Aug-15,"Drama,Mystery,Thriller,Horror",2,5,0,31,1,1,0,tbd
Cost of a Soul,20-May-11,"Drama,Crime",3,5,1,30,0,0,2,tbd
Immigration Tango,18-Feb-11,Comedy,4,7,0,28,0,0,2,tbd
Maladies,21-Mar-14,Drama,5,8,0,28,1,0,1,tbd
Saturn 3,15-Feb-80,"Adventure,Sci-Fi,Thriller,Horror",1,7,0,9,0,1,1,tbd
Force of Evil,1-Mar-49,"Drama,Crime,Film-Noir",1,0,9,89,0,0,1,tbd
The General,18-Dec-98,"Biography,Drama,Thriller,Crime",3,0,18,81,0,0,1,tbd
The Hill,3-Oct-65,"Drama,War",0,0,7,81,0,1,0,tbd
The Freshman,20-Jul-90,"Comedy,Crime",2,0,25,78,0,0,1,tbd
The Iron Ministry,21-Aug-15,Documentary,1,0,7,76,1,0,0,tbd
Guerrilla: The Taking of Patty Hearst,26-Nov-04,"Biography,History,Crime,War,Documentary",3,1,16,75,0,0,1,tbd
Donbass,11-Jan-19,Drama,0,0,7,74,0,0,1,tbd
Gun Crazy,20-Jan-50,"Drama,Thriller,Romance,Crime,Film-Noir",3,0,11,74,1,0,0,tbd
The Watermelon Woman,5-Mar-97,Drama,2,0,9,74,1,0,0,tbd
Kiki,24-Feb-17,Documentary,2,0,9,73,0,0,1,tbd
After the Life,13-Feb-04,"Drama,Crime",4,0,12,73,0,0,1,tbd
Mike Wallace Is Here,26-Jul-19,"Biography,Documentary",2,0,20,73,0,0,1,tbd
Little Feet,12-Dec-14,Drama,2,0,5,73,0,0,1,tbd
Breaker Morant,15-Oct-80,"Drama,History,War",2,0,8,72,1,0,0,tbd
Plagues and Pleasures on the Salton Sea,20-Apr-07,Documentary,1,0,7,72,0,0,1,tbd
Battle for Brooklyn,17-Jun-11,"Drama,Documentary",3,0,8,71,0,0,1,tbd
Koch,1-Feb-13,"Biography,History,Documentary",4,0,13,71,0,0,1,tbd
Bugsy Malone,15-Sep-76,"Comedy,Crime,Family,Musical",1,1,5,71,0,0,1,tbd
Letters from Baghdad,2-Jun-17,Documentary,4,0,8,71,0,0,1,tbd
Paint It Black,19-May-17,Drama,2,0,11,71,0,0,1,tbd
Tel Aviv on Fire,2-Aug-19,"Drama,Comedy,Romance",3,0,13,70,0,0,1,tbd
Better Living Through Circuitry,26-May-00,"Drama,Music,Documentary",1,1,14,70,0,0,1,tbd
Jason Becker: Not Dead Yet,14-Dec-12,"Biography,Music,Documentary",2,0,8,70,0,0,1,tbd
Beautiful Darling,22-Apr-11,Documentary,1,0,6,69,0,0,1,tbd
Rosenwald,14-Aug-15,"Biography,Documentary",4,0,8,67,0,0,1,tbd
It Came from Kuchar,9-Apr-10,"Comedy,Documentary",2,0,8,67,0,0,1,tbd
Guidance,21-Aug-15,Comedy,3,1,4,66,0,0,1,tbd
Littlerock,12-Aug-11,Drama,4,0,9,66,0,0,1,tbd
Harvest of Empire,28-Sep-12,"History,Documentary,News",3,0,4,66,0,1,0,tbd
The Swell Season,22-Apr-11,"Romance,Music,Documentary",7,0,8,65,0,0,1,tbd
"Faster, Pussycat! Kill! Kill!",6-Aug-65,"Action,Comedy",2,0,6,65,0,0,1,tbd
Fishing Without Nets,26-Sep-14,Thriller,3,0,6,65,1,0,0,tbd
Naz & Maalik,22-Jan-16,"Adventure,Drama,Comedy",3,0,4,65,0,0,1,tbd
Monsieur N.,21-Jan-05,"Biography,Drama,Mystery",3,1,9,65,1,0,0,tbd
Red Flag,22-Feb-13,"Comedy,Romance",5,0,7,65,0,1,0,tbd
Wolke Neun,28-Aug-09,"Drama,Romance",6,0,8,64,0,1,0,tbd
Sample This,13-Sep-13,Documentary,2,0,5,64,0,1,0,tbd
Wrestling with Angels: Playwright Tony Kushner,4-Oct-06,Documentary,6,0,10,64,0,0,1,tbd
The Almost Man,1-Aug-14,"Drama,Comedy",2,0,5,64,1,0,0,tbd
Coming Through The Rye,14-Oct-16,Drama,3,0,8,64,0,0,1,tbd
Enzo Avitabile Music Life,18-Oct-13,Documentary,5,0,5,64,0,1,0,tbd
We Are X,21-Oct-16,"Music,Documentary",5,0,5,64,1,0,0,tbd
Woman Is the Future of Man,3-Mar-06,Drama,4,0,4,63,0,0,1,tbd
The Caine Mutiny,24-Jun-54,"Drama,War",2,0,6,63,0,0,1,tbd
Rubble Kings,19-Jun-15,Documentary,5,0,6,62,1,0,0,tbd
Punching the Clown,22-Oct-10,Comedy,4,0,3,62,0,0,1,tbd
Stolen Childhoods,20-May-05,Documentary,3,0,7,62,0,0,1,tbd
Nearing Grace,13-Oct-06,Drama,6,0,5,62,0,0,1,tbd
Dreams Rewired,16-Dec-15,"History,Documentary,News",4,0,4,62,0,0,1,tbd
The Invisibles,25-Jan-19,"Biography,Drama,History,War",3,0,8,60,1,0,0,tbd
Len and Company,10-Jun-16,"Drama,Comedy",4,0,3,60,0,0,1,tbd
Go for Sisters,8-Nov-13,"Drama,Thriller,Crime",13,0,10,59,0,0,1,tbd
Follow Me: The Yoni Netanyahu Story,18-May-12,Documentary,3,0,5,58,0,1,0,tbd
Blossoms of Fire,20-Jan-06,Documentary,6,0,2,58,0,0,1,tbd
Defamation,20-Nov-09,Documentary,6,0,4,58,0,0,1,tbd
Pulling Strings,4-Oct-13,"Comedy,Romance",4,0,3,57,0,0,1,tbd
Rubberneck,22-Feb-13,"Drama,Thriller",5,2,7,57,0,0,1,tbd
Confetti,15-Sep-06,"Comedy,Romance",7,3,11,57,0,0,1,tbd
Shake Hands with the Devil,29-Oct-10,"Drama,History,War",3,1,4,57,0,0,1,tbd
Limelight,23-Sep-11,Documentary,7,1,3,57,0,0,1,tbd
"I, Olga Hepnarová",24-Mar-17,"Biography,Drama,Thriller,Crime",4,0,6,57,1,0,0,tbd
Sushi: The Global Catch,3-Aug-12,"History,Documentary,News",4,1,4,57,0,1,0,tbd
Sacrifice,27-Jul-12,"Drama,History",5,0,6,57,0,1,0,tbd
Tommy's Honour,14-Apr-17,"Biography,Drama,History,Sport,Romance",9,2,11,56,1,0,0,tbd
Greedy Lying Bastards,8-Mar-13,Documentary,6,2,6,56,0,1,0,tbd
The Driver,28-Jul-78,"Action,Thriller,Crime",6,1,6,56,0,0,1,tbd
3 Hearts,13-Mar-15,Drama,9,0,10,56,0,1,0,tbd
Spark: A Burning Man Story,16-Aug-13,"Action,Biography,Drama,Documentary",4,1,4,55,0,1,0,tbd
Union Square,13-Jul-12,Drama,7,0,4,55,0,0,1,tbd
Dreaming of Joseph Lees,29-Oct-99,"Drama,Romance",5,1,7,55,1,0,0,tbd
I Am Eleven,12-Sep-14,"Biography,Documentary",5,0,4,55,0,0,1,tbd
The Brooklyn Brothers Beat the Best,21-Sep-12,"Comedy,Music",6,1,4,54,0,0,1,tbd
Whole New Thing,6-Apr-07,"Drama,Comedy",6,2,3,54,0,0,1,tbd
Amu,25-May-07,Drama,4,1,5,54,0,0,1,tbd
Next of Kin,20-Oct-89,"Action,Thriller,Crime",4,2,6,53,0,0,1,tbd
Group,5-Jul-02,"Drama,Comedy",4,1,5,53,0,0,1,tbd
Ghost River,5-Mar-04,Drama,7,1,6,52,0,1,0,tbd
Zorro: The Gay Blade,17-Jul-81,"Action,Adventure,Comedy,Romance,Western",5,1,4,52,0,0,1,tbd
American Chaos,14-Sep-18,Documentary,6,1,2,52,1,0,0,tbd
Private Peaceful,31-Oct-14,"Drama,War",8,1,3,51,1,0,0,tbd
The Song of Sway Lake,21-Sep-18,"Drama,Romance,Musical",6,0,4,51,0,0,1,tbd
Twelve Thirty,14-Jan-11,Drama,6,1,2,50,0,1,0,tbd
The Human Scale,18-Oct-13,"Documentary,News",3,2,2,50,0,0,1,tbd
Auggie Rose,15-Jun-01,"Drama,Mystery,Thriller",8,0,2,49,0,0,1,tbd
Just Like Us,10-Jun-11,Documentary,6,2,4,49,0,0,1,tbd
Special Treatment,26-Aug-11,"Drama,Comedy",5,1,5,49,1,0,0,tbd
Meeting Resistance,19-Oct-07,Documentary,6,0,2,49,0,0,1,tbd
When Comedy Went to School,31-Jul-13,"Drama,Comedy,Documentary",10,1,2,49,0,0,1,tbd
Incantato,24-Sep-04,"Drama,Comedy,Romance",6,1,3,48,1,0,0,tbd
Spring Fever,6-Aug-10,Drama,4,1,2,47,0,1,0,tbd
The Dry Land,30-Jul-10,Drama,6,1,3,47,1,0,0,tbd
U.N. Me,1-Jun-12,Documentary,8,1,2,46,0,1,0,tbd
Little Darlings,21-Mar-80,"Drama,Comedy",5,2,2,45,0,0,1,tbd
Paternity,2-Oct-81,"Comedy,Romance",7,1,1,45,0,0,1,tbd
Hey Bartender,7-Jun-13,Documentary,6,2,1,44,0,0,1,tbd
Suspended Animation,31-Oct-03,Thriller,8,5,2,43,0,1,0,tbd
Jake Speed,30-May-86,"Action,Adventure,Comedy,Crime",6,1,1,42,1,0,0,tbd
Tonight You're Mine,11-May-12,"Drama,Comedy,Music",10,3,2,41,0,0,1,tbd
Two Moon Junction,29-Apr-88,"Drama,Romance",5,5,1,38,0,0,1,tbd
Shock Treatment,31-Oct-81,"Comedy,Musical",5,2,0,36,0,0,1,tbd
Take Care,5-Dec-14,"Drama,Comedy,Romance",5,3,0,34,0,0,1,tbd
The Wait,31-Jan-14,"Drama,Thriller",4,5,1,34,0,0,1,tbd
The Time Being,26-Jul-13,Mystery,5,6,0,29,1,0,0,tbd
Answers to Nothing,2-Dec-11,"Drama,Mystery",5,8,1,29,0,0,1,tbd
The Condemned,1-Mar-13,Mystery,3,5,0,29,0,1,0,tbd
The Crash,13-Jan-17,"Thriller,Crime",2,5,0,28,0,1,0,tbd
McCanick,21-Mar-14,"Drama,Mystery,Thriller,Crime",4,5,0,28,0,0,1,tbd
Friended to Death,2-May-14,Comedy,0,6,1,26,0,1,0,tbd
Besotted,1-Nov-02,"Comedy,Romance",0,7,0,20,0,0,1,tbd
Lucy in the Sky,4-Oct-19,"Sci-Fi,Drama",15,11,2,36,2,2,0,2.3
In the Tall Grass,4-Oct-19,"Drama,Thriller,Horror",7,1,4,46,4,1,6,6.5
Pain and Glory,4-Oct-19,Drama,3,0,29,88,2,2,8,6.9
Joker,3-Oct-19,"Action,Adventure,Drama,Thriller,Fantasy,Crime",15,11,30,58,56,65,1739,9.3
In the Shadow of the Moon,27-Sep-19,"Sci-Fi,Mystery,Thriller,Crime",4,2,3,48,3,5,2,3.5
Abominable,27-Sep-19,"Adventure,Fantasy,Comedy,Animation,Family",11,0,14,62,6,4,9,6.0
Judy,27-Sep-19,"Biography,Drama,History,Romance,Music,Musical",12,0,32,66,5,1,19,7.4
Rambo: Last Blood,20-Sep-19,"Action,Adventure,Thriller,Western",10,19,2,26,14,29,229,8.3
Between Two Ferns: The Movie,20-Sep-19,Comedy,6,0,7,59,14,10,17,5.4
Villains,20-Sep-19,"Drama,Thriller,Horror,Comedy,Crime",1,2,10,63,1,0,4,8.4
Downton Abbey,20-Sep-19,Drama,16,1,25,64,3,4,20,7.1
Diego Maradona,20-Sep-19,"Biography,Sport,Documentary",2,0,12,78,0,0,6,8.2
Ad Astra,20-Sep-19,"Adventure,Sci-Fi,Drama,Mystery,Thriller",6,0,50,80,98,96,212,6.0
The Goldfinch,13-Sep-19,Drama,24,11,6,40,6,6,32,7.8
Liam Gallagher: As It Was,13-Sep-19,"Music,Documentary",9,0,2,48,0,0,4,9.8
Freaks,13-Sep-19,"Sci-Fi,Drama,Thriller",7,1,8,63,1,2,7,7.5
Monos,13-Sep-19,"Drama,Thriller",4,0,21,78,1,2,10,7.5
Hustlers,13-Sep-19,"Drama,Thriller,Comedy,Crime",3,0,39,79,24,30,74,6.3
One Cut of the Dead,13-Sep-19,"Horror,Comedy",0,0,13,85,0,0,5,9.2
Night Hunter,6-Sep-19,"Action,Thriller",4,6,0,31,1,1,2,6.3
It: Chapter Two,6-Sep-19,"Drama,Thriller,Fantasy,Horror",25,3,24,58,129,81,326,6.7
Linda Ronstadt: The Sound of My Voice,6-Sep-19,"Music,Documentary",3,0,14,77,0,1,5,7.3
The Fanatic,30-Aug-19,Thriller,2,13,2,17,2,7,2,3.4
Angel of Mine,30-Aug-19,"Drama,Mystery,Thriller",7,0,3,47,1,1,2,5.8
Don't Let Go,30-Aug-19,"Drama,Mystery,Thriller,Fantasy,Horror",14,0,7,49,3,1,3,5.6
Official Secrets,30-Aug-19,"Biography,Drama,Thriller,Romance,War",8,1,18,64,0,0,9,7.8
Jacob's Ladder,23-Aug-19,"Drama,Mystery,Thriller,Horror",4,4,0,31,1,3,0,1.8
Vita & Virginia,23-Aug-19,"Biography,Drama,Romance",10,4,3,43,2,1,1,4.5
Angel Has Fallen,23-Aug-19,"Action,Drama,Thriller",20,6,6,45,12,7,42,7.1
Brittany Runs A Marathon,23-Aug-19,"Drama,Comedy",5,1,23,74,4,5,9,5.4
Tigers Are Not Afraid,23-Aug-19,"Mystery,Fantasy,Horror",2,0,18,76,0,0,6,8.0
Give Me Liberty,23-Aug-19,Comedy,1,0,11,84,0,1,3,7.8
Ready or Not,21-Aug-19,"Mystery,Thriller,Horror,Comedy",10,3,24,64,14,8,46,6.6
American Factory,21-Aug-19,Documentary,1,0,20,86,3,1,13,7.8
47 Meters Down: Uncaged,16-Aug-19,"Adventure,Drama,Thriller,Horror",6,7,4,43,7,8,13,5.4
"Where'd You Go, Bernadette",16-Aug-19,"Drama,Mystery,Comedy",18,7,14,51,7,2,12,7.0
Good Boys,16-Aug-19,"Adventure,Comedy",14,3,27,60,16,13,37,6.2
Blinded by the Light,16-Aug-19,"Biography,Drama,Comedy,Music,Musical",7,1,36,71,14,7,33,6.6
Adam,14-Aug-19,Comedy,4,0,6,64,0,4,0,0.0
The Angry Birds Movie 2,13-Aug-19,"Action,Adventure,Comedy,Animation,Family",10,2,11,60,4,3,16,6.9
The Kitchen,9-Aug-19,"Action,Drama,Comedy,Crime",24,16,2,35,11,13,9,4.1
The Art of Racing in the Rain,9-Aug-19,"Drama,Sport,Comedy,Romance",19,6,6,43,3,2,13,7.4
After the Wedding,9-Aug-19,Drama,18,2,11,51,2,1,5,6.1
Brian Banks,9-Aug-19,"Biography,Drama,Sport",8,1,8,58,0,2,3,5.2
Scary Stories to Tell in the Dark,9-Aug-19,"Mystery,Thriller,Horror,Family",16,1,16,61,26,9,49,6.7
Dora and the Lost City of Gold,9-Aug-19,"Action,Adventure,Family",6,2,15,63,10,21,13,4.1
Light of My Life,9-Aug-19,Drama,4,0,12,67,6,2,5,5.6
The Peanut Butter Falcon,9-Aug-19,"Adventure,Drama,Sport,Comedy",5,0,21,69,4,1,34,7.9
One Child Nation,9-Aug-19,"History,Documentary",2,0,23,85,2,0,3,8.0
Luce,2-Aug-19,Drama,5,1,22,73,3,1,9,6.9
The Nightingale,2-Aug-19,"Adventure,Drama,Thriller,Crime",5,0,29,76,0,4,12,6.4
Fast & Furious Presents: Hobbs & Shaw,1-Aug-19,"Action,Adventure,Thriller,Comedy,Crime",21,3,30,60,56,28,132,6.7
The Red Sea Diving Resort,31-Jul-19,"Drama,History,Thriller",4,4,0,29,10,3,12,6.4
Share,27-Jul-19,Thriller,2,0,6,73,2,2,3,5.1
Skin,26-Jul-19,"Biography,Drama,Crime",9,1,8,58,4,0,1,6.2
Once Upon a Time ... in Hollywood,26-Jul-19,"Drama,History,Mystery,Thriller,Comedy,Crime",6,0,55,83,96,108,673,7.6
Honeyland,26-Jul-19,"Drama,Documentary",1,0,25,86,0,1,7,8.0
The Great Hack,24-Jul-19,Documentary,6,1,10,67,5,7,17,6.3
The Lion King,19-Jul-19,"Adventure,Drama,Comedy,Animation,Family,Musical",28,5,20,55,114,170,530,6.8
Point Blank,12-Jul-19,"Action,Thriller,Crime",4,2,1,37,5,1,6,6.2
Stuber,12-Jul-19,"Action,Thriller,Comedy,Crime",18,10,9,42,22,11,21,5.7
Armstrong,12-Jul-19,"Biography,Documentary",4,0,3,57,0,1,3,7.3
Crawl,12-Jul-19,"Action,Adventure,Drama,Thriller,Horror",14,0,17,60,23,10,53,6.4
The Art of Self-Defense,12-Jul-19,"Action,Drama,Sport,Mystery,Thriller,Comedy,Crime",10,0,20,65,2,5,15,6.5
The Farewell,12-Jul-19,"Drama,Comedy",0,0,47,89,6,3,44,8.2
Marianne & Leonard: Words of Love,5-Jul-19,"Music,Documentary",5,0,14,69,1,1,3,6.6
Midsommar,3-Jul-19,"Drama,Mystery,Thriller,Horror",10,2,42,72,36,59,156,6.4
Spider-Man: Far from Home,2-Jul-19,"Action,Adventure,Sci-Fi,Comedy",16,0,39,69,132,81,824,7.7
Yesterday,28-Jun-19,"Drama,Fantasy,Comedy,Romance,Music,Musical",22,0,22,56,35,14,70,6.5
Ophelia,28-Jun-19,"Drama,History,Thriller,Romance,War",9,2,11,60,2,3,2,4.4
Maiden,28-Jun-19,"Sport,Documentary",2,0,23,82,0,1,11,7.9
Annabelle Comes Home,26-Jun-19,"Mystery,Thriller,Horror",14,3,18,53,34,21,62,6.3
The Chambermaid,26-Jun-19,Drama,1,0,10,81,1,2,2,5.0
Anna,21-Jun-19,"Action,Thriller",9,4,1,40,13,9,35,6.5
Child's Play,21-Jun-19,Horror,17,6,11,48,33,18,62,6.4
The Command,21-Jun-19,"Action,Drama,History,Thriller",9,0,3,55,4,1,1,5.0
Nightmare Cinema,21-Jun-19,Horror,3,1,5,60,2,1,3,6.2
Toni Morrison: The Pieces I Am,21-Jun-19,Documentary,0,0,14,80,0,1,3,7.0
Wild Rose,21-Jun-19,"Drama,Music",2,0,30,80,4,2,16,7.2
Toy Story 4,21-Jun-19,"Adventure,Fantasy,Comedy,Animation,Family",1,0,56,84,44,34,437,8.1
The Edge of Democracy,19-Jun-19,"History,Documentary",1,0,11,81,2,33,52,6.2
Men in Black: International,14-Jun-19,"Action,Adventure,Sci-Fi,Comedy",29,16,6,38,76,121,70,4.2
Murder Mystery,14-Jun-19,"Action,Drama,Mystery,Comedy,Romance,Crime",9,8,2,38,30,19,40,5.7
Shaft,14-Jun-19,"Action,Comedy,Crime",20,7,4,40,19,14,54,6.6
The Dead Don't Die,14-Jun-19,"Fantasy,Horror,Comedy",23,8,20,54,22,29,42,5.4
Our Time,14-Jun-19,Drama,9,1,5,56,1,1,2,6.0
Plus One,14-Jun-19,"Drama,Comedy,Romance",3,0,11,66,3,3,5,6.1
American Woman,14-Jun-19,Drama,5,0,11,67,0,1,5,7.2
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,12-Jun-19,"Biography,Music,Documentary",1,0,26,86,0,2,15,7.9
Dark Phoenix,7-Jun-19,"Action,Adventure,Sci-Fi",32,11,9,43,151,189,208,5.1
Katie Says Goodbye,7-Jun-19,Drama,4,1,2,53,0,0,4,8.3
The Secret Life of Pets 2,7-Jun-19,"Adventure,Comedy,Animation,Family",15,1,10,55,24,9,28,6.1
I Am Mother,7-Jun-19,"Sci-Fi,Drama,Thriller,Horror",5,0,11,64,37,5,81,7.1
Pavarotti,7-Jun-19,"Biography,Music,Documentary",9,0,12,66,1,0,5,8.3
Mine 9,7-Jun-19,Drama,2,0,5,66,0,0,54,10.0
Framing John DeLorean,7-Jun-19,"Biography,Drama,Documentary",7,0,10,67,1,0,3,8.8
Leto,7-Jun-19,"Biography,Romance,Music",4,0,13,69,1,0,6,8.6
Late Night,7-Jun-19,"Drama,Comedy",13,1,32,70,13,9,20,5.9
The Last Black Man in San Francisco,7-Jun-19,Drama,4,0,33,84,6,5,19,6.9
Godzilla: King of the Monsters,31-May-19,"Action,Adventure,Sci-Fi,Fantasy,Horror",23,9,14,48,123,74,490,7.3
Godzilla: King of the Monsters,31-May-19,"Action,Adventure,Sci-Fi,Fantasy,Horror",23,9,14,48,123,74,490,7.3
Ma,31-May-19,"Drama,Thriller,Horror",22,3,14,53,29,18,25,5.5
The Fall of the American Empire,31-May-19,"Comedy,Crime",8,2,9,55,1,1,5,6.9
Always Be My Maybe,31-May-19,"Comedy,Romance",7,0,13,64,17,10,46,6.8
Rocketman,31-May-19,"Biography,Drama,Fantasy,Music,Musical",13,1,35,69,45,35,232,7.4
Brightburn,24-May-19,"Sci-Fi,Drama,Mystery,Thriller,Horror",14,10,7,44,67,28,97,6.4
Aladdin,24-May-19,"Adventure,Fantasy,Comedy,Romance,Family,Musical",28,2,20,53,119,105,369,6.7
The Perfection,24-May-19,"Drama,Thriller,Horror",4,2,9,60,13,16,27,5.8
Echo In the Canyon,24-May-19,"Music,Documentary",2,0,15,70,0,0,14,9.4
Booksmart,24-May-19,Comedy,3,0,48,84,28,226,193,4.3
The Tomorrow Man,22-May-19,"Drama,Romance",10,3,5,49,2,0,2,6.3
The Professor,17-May-19,"Drama,Comedy",6,5,1,37,1,2,17,8.0
A Dog's Journey,17-May-19,"Adventure,Drama,Fantasy,Comedy,Family",12,3,1,43,3,2,16,7.6
The Sun Is Also a Star,17-May-19,"Drama,Romance",15,1,9,52,5,3,6,5.9
Aniara,17-May-19,"Sci-Fi,Drama",5,1,10,61,0,0,5,8.2
